"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1968","0","1.65091197863957e-09","1006.2711892986","0","0","0","20399.370710824","46666.2257564225","1.38737103007312e-09","0","0","90534.2234611752","200828.181241228","8546.22281257052","0","9.25191688525827e-10","9075.58356859796","0","338654","377056.07874012","1.1133962059805"
"1969","0","0","3.22624084618139e-09","0","0","2.17534631317822e-07","8738.09020164235","103338.321305227","0","0","3357.56620665182","1090569.10541037","1178714.93914402","3.69015662746924e-08","0","371009.685610385","1.29415993008438e-06","0","1015554","2755727.70787984","2.71352159302198"
"1970","0","0","0","0","0","3.44384382142343e-09","106126.789447892","81044.9503667801","0","0","1.38746534103707e-09","565759.842344481","1.1215028064301e-06","0","0","415534.034103902","34118.7416508814","0","919734","1202584.35791506","1.30753495892841"
"1971","0","0","0","0","0","1.38746534103707e-09","21238.0811683445","1.67021431998158e-07","0","0","3281.67884831183","1289361.41407833","1266964.97805026","8.162501439235e-09","0","55646.3766605822","64037.1991215939","146.699891571861","634014","2700676.42781917","4.25964793808838"
"1972","0","0","4.25238615252408e-08","0","0","2.40288545659659e-09","8.60229626853171e-08","72017.7825254225","186.400444197098","0","3.9991706197645e-08","1532499.67750337","1234294.4516882","0","0","56930.3995471188","13973.3282113637","0","546402","2909902.03991984","5.32556989161797"
"1973","0","6.24690562369673e-08","2.28409670573505e-09","1.48409117067142e-09","0","0","35038.0514969548","75610.92360019","3.7049339790373e-09","0","438.287445848787","585164.945693657","724245.700117893","0","0","23869.1986368291","7319.10469383403","0","328842","1451686.21168528","4.41454014902378"
"1974","0","1443.11383902978","1.44944356258867e-09","0","0","0","49637.8861743482","88787.3628684281","2.58723415516163e-05","0","12430.2677841938","1666318.81278854","561289.69555439","0","0","58938.98633319","2462.32414573648","0","1275630","2441308.44951373","1.91380607975176"
"1975","0","0","0","0","0","0","55085.4064913055","151116.007140682","0","0","7278.98794096047","2234183.05779519","580804.416617557","1089.65599169702","5.76968158365017e-09","8920.97610387471","1690.2593760851","0","1173840","3040168.76745736","2.58993454598357"
"1976","0","147.672890090222","3.01159561016607e-06","0","0","3.6847252391334e-09","381107.074036953","452344.430146035","586.068050957991","0","53443.0014478203","2772401.05416945","820445.389508997","4.44735560386968e-09","0","0","4.44744882910981e-09","0","509160","4480474.69025333","8.79973817710215"
"1977","0","2.88469176853312e-08","2.77711370719263e-09","0","0","2322.47947198324","823006.34004229","1935491.15002476","11696.3413111042","0","1845.6220134943","628139.000824013","698974.783932973","0","0","58420.3828201536","7713.93966606405","0","692514","4167610.04010687","6.01808777888515"
"1978","0","0","1.01808331192065e-08","0","0","0","387998.123655552","422634.677995225","859.613493686518","0","6740.84741303865","6590350.2315994","2484584.88846867","3.92085572175452e-09","0","13141.2240470647","8592.79119707635","0","895698","9914902.39786974","11.0694702878311"
"1979","0","0","4.44744882910981e-09","6464.60060398413","0","2849.18178314747","657109.966080765","219730.835599905","3.92085572175452e-09","0","2251.36580569826","1973576.03352205","1176188.83574639","1570.46002135397","0","3.92377545374332e-09","0","0","1032042","4039741.27916331","3.91431868001817"
"1980","0","0","23353.2719200404","0","0","4869.71121622341","706929.194513017","2450118.34732742","4963.21046043584","0","22071.5574295589","4056129.29245678","948854.162341329","2.48806146532473e-09","363.347519957434","4766.06566327571","0","0","1060860","8222418.16084804","7.75070995310224"
"1981","0","0","3.92480236971083e-09","0","0","0","593439.336698787","432085.826268265","3247.1250334616","0","45078.0150934052","2883765.6916511","1470066.35522802","3.27900019802924e-09","0","6290.02737236589","7613.49742614421","0","694680","5441585.87477155","7.83322662919841"
"1982","0","0","896.933636128239","2.48806146532473e-09","0","1756.18974199461","1215619.20920408","1929108.55719637","6501.05954303463","0.000114609060346756","11565.195699716","1689006.95305748","1557303.2419347","4.42223909053514e-09","0","22289.9608311123","1027.90877844224","0","1034628","6435075.20973767","6.21969945694266"
"1983","0","0","2.48576158004505e-09","2.55161569810346","0","2413.37642764018","1279753.33388307","2553114.46233311","6397.3448609752","0","7273.00869965581","3484607.88307377","3439216.6486598","16751.740061726","0","13729.3222799437","8372.9010318328","0","792282","10811632.5729272","13.6461923569224"
"1984","0","2.48407928896819e-09","1314.37297568597","4.42223909053514e-09","0","484.08325696837","398395.698490898","637987.579001357","5627.43918805922","0","85549.4640201912","5245773.72787418","5130350.33121676","8675.30453627574","1895.13948093012","213206.33287632","37096.6784966189","0","1165345","11766356.1514142","10.0968864597302"
"1985","2.47291335486948e-09","437.409441720984","143.680697333793","0","0","434.777004877546","425954.881389059","781317.551974892","2769.18963203962","0","33924.7866813519","4020182.86056915","1102467.0081613","4.58349809849968e-09","0","4118.73343716697","10931.9693709512","0","1095192","6382682.84835985","5.82791222759101"
"1986","0","4.42274392134691e-09","2034.80014904503","3.85527560486302e-09","0","1408.97250800187","2415527.11158373","3246243.1863537","68372.9438783244","0","10806.6344763956","4062145.44830156","4210470.4769184","56070.4398252779","0","95077.4894715773","38976.0291095114","0","1152180","14207133.5325755","12.330654526702"
"1987","0","1249.52314308957","2368.24470376159","4.58349809849968e-09","0","4.6849870648238e-09","699118.622713006","4224764.3198417","134446.605866714","0","69292.0860577992","8870956.78766811","11458635.4830289","44043.8780110238","5631.41611790403","154845.923740518","66090.210099781","0","1273553","25731443.1009924","20.204454075325"
"1988","0","3.85457107039341e-09","2318.39341444498","0","0","1175.82513345731","296195.231657617","1049593.95412407","5736.63360333349","0","106273.639441212","11121318.3761393","6458564.46000748","3860.79366110212","0","257263.589975468","162840.940045053","0","1612745","19465141.8372025","12.0695719640753"
"1989","0","4.57111688792456e-09","5.10630456483594e-09","4.92815422736291e-09","0","0","199211.883823385","251240.483423863","4115.28109650475","0","37449.1652156503","5179386.21914642","4242640.52504539","435.983434679026","2127.550880237","189470.881551753","28405.3335704703","0","1611566","10134483.3071884","6.28859339747077"
"1990","0","0","7.3924145889256e-09","6.00011721614948e-09","0","5.1052762792867e-09","393971.17983723","729603.397874664","5081.91515712843","0","73045.6067646731","8809854.6504351","5980914.37495549","32457.5450347705","2909.72803235142","13130.0753043045","19349.886081608","0","2191582","16060318.3594773","7.32818500949421"
"1991","0","4437.38210470837","741.722269616965","312.360153000869","0","1450.21363834284","1208928.89659698","2874740.51729011","25215.0563763987","0","18657.0438169981","3223466.05149961","2573855.01220895","135.817716266584","0","9062.1179446729","7960.13189924405","0","2786925","9948962.32351489","3.56987085175055"
"1992","955.073498017671","1242.5107387753","10943.3389728656","1620.28441351974","0","63.1647496854004","239876.584152459","531796.340706028","2780.6605942448","0","38890.8738274181","4580342.54383062","3190111.53283995","9411.44106948318","2397.2549131397","38919.2617003516","19295.8078035045","0","1945632","8668646.67381006","4.45544001836424"
"1993","0","0","0.00292806798246104","0","0","3.21359993847129e-09","117628.642903402","329344.10391587","1.38862724300899","0","30535.0373633574","800145.243182579","653288.021947111","0","0","1217.83436659715","3873.71854851489","0","1517000","1936033.99378275","1.27622544085876"
"1994","0","131.171809030848","1.52389655318182e-09","0","0","7731.61327614933","249363.128415902","493716.326715755","2.53891288215574","4.35174772764549e-09","67291.0248553182","3805468.74727158","3299275.74998658","21866.7058078661","0","26806.4279155927","7825.47923299765","0","1897977","7979478.91419966","4.20420211319719"
"1995","0","0","0","0.423152146323219","0","3546.44628190767","1495268.13582122","2696123.58303612","18707.3849906365","0","3043.05999239065","1726750.27502771","1539472.47498478","13866.2393015284","0","11312.0012296354","14790.9322080671","0","1266692","7522880.95602616","5.93899776427589"
"1996","0","0","0","0","0","363.424524889434","412382.557954044","1386366.08215562","21943.9358235991","1.5167680165318e-09","3483.7714829004","542540.181669639","1749165.38584548","3087.50585866513","2445.90011229043","30409.311589648","9139.55890435605","0.213015656059472","1076460","4161327.82893679","3.86575240040205"
"1997","0","0","1.97596185893686","0","0","0","17162.1261780294","177854.741528293","15.5161917377248","0","18742.2858746211","3493430.96881301","2069386.18113183","2145.17180051234","9875.85862991541","233786.730574653","40651.5993548847","0","1104004","6063053.15603934","5.49187607657159"
"1998","0","0","0","0","0","1.58076948838586","20334.5866728331","76433.635755037","3.03085665828841","0","12649.3265510701","490761.377167058","654091.752303933","954.206716835473","89.1577399621296","15139.1570236541","56.0160154707099","0","1110938","1270513.827572","1.14364062402402"
"1999","0","0.386150112917131","0","0","0","0","162299.808215507","395983.316397645","207.316354514569","0","171813.956523938","9207076.01868299","3035602.31866861","2034.5030310792","0","18602.3165220426","10953.7121919431","0","1728397","13004573.6527384","7.52406631852427"
"2000","0","0","0.4730395938071","0","0","542.222255996593","1302473.62393083","2432554.43428977","33426.0203414768","0","25104.9157361549","3546271.31298221","4647480.75583796","23089.7187714509","0","18902.4396946394","8123.57003110408","0","1032138","12037969.4869112","11.6631395093594"
"2001","0","0","0.524640857122555","1765.23586679466","0","0","292655.805574131","797157.916885736","458.718141125057","3.32458047471489e-09","47658.7306920056","1585956.61028939","2059102.14848678","3.32170020730123e-09","0","919.503272781277","504.73929403023","0","968872","4786179.93314364","4.93995071912867"
"2002","0","0","246.447729882039","0","0","27641.4097930203","1450971.28166601","2203107.66731632","1520.44353693852","0","45866.3992286875","1050682.28676067","511617.566211839","4.43860439106627e-08","0","561.928967763317","0","0","1036092","5292215.43121118","5.10786245932908"
"2003","0","0","0","3.32170020730123e-09","0","19080.6144213365","1984955.74038946","2552431.04308303","18806.4585542119","0","41158.6916349411","1926995.45842106","2245895.78168719","5191.34149546036","0","4979.08164040018","2021.76701225957","0","1152120","8801515.97833935","7.63940907053029"
"2004","0","0","3.32312716231058e-09","0","0","23434.3713561369","2789827.27312319","3459265.92735207","4.69103838556098e-09","0","39826.9787051398","6022979.23881917","1767627.19960324","375.097890835337","2270.42579910682","26666.7493505278","7407.85759480064","0","1290144","14139681.1195942","10.959769699812"
"2005","0","0","0","3.12735892336682e-09","0","4350.02820269318","470725.912920338","202329.242340627","19.3586781717316","0","36928.6230911097","2866201.43686753","2550952.98487324","6192.51635238145","739.501153505976","33876.2193466646","12711.2979631756","0","1621734","6185027.12178944","3.81383575961868"
"2006","0","0","3.12528008365672e-09","2.57176318648881e-09","0","7819.50035493107","144943.023788434","253935.80865245","1720.04856738097","3.67829384284389e-07","121161.372517706","1632027.24427534","1370541.08966448","1.45288360147696e-08","317.090178031256","29958.3957552622","11552.743152858","0","1465158","3573976.31690727","2.43931119845591"
"2007","0","0","2.57111953659633e-09","2.87104155209394e-09","0","8768.60212613613","53088.1178603434","429490.26636868","13.7813159541565","0","71868.1472562349","3377632.46120423","2457309.12044771","4010.97676092283","2175.13560871452","21920.2000567129","16152.4347993101","0","1432500","6442429.24380496","4.49733280544849"
"2008","0","0","1041.55888811593","1.86799320159433e-08","0","317.09017605065","630407.672886358","1090910.8896669","16.0596253710314","0","58269.8801653933","1104841.6710454","943565.494165982","0","1581.7737002089","483.56350996682","0","0","1259568","3831435.65382977","3.04186487258311"
"2009","0","0","0","0","0","5486.43360982431","305233.880903563","488974.666187378","8427.64420514637","0","122199.46925165","2763497.81493963","785871.798473867","4.41986000970824e-09","7959.83490829573","20169.0651997259","4.45752417487103e-09","0","1146276","4507820.60767909","3.93257872247093"
"2010","0","0","990.815485980707","0","0","10191.8428035865","537683.00048149","671671.932151924","4.41986000970824e-09","0","274215.928480775","5984739.94547245","2345583.7658858","0","18840.545925236","54555.8925257666","12913.1057144599","0","927054","9911386.77492747","10.6912723260214"
"2011","0","7212.4344427028","1969.76067164231","0","0","36548.0213264852","444733.708675485","1095740.23201025","4106.94961929551","0.140892024300811","532951.359770309","3901937.6373978","3275009.22786268","17.3885323943708","1227.02802571272","42412.7934605158","19641.9661132937","0","961200","9363508.64880059","9.74147799500685"
"2012","0","0","0","0","0","38196.9851487176","1977511.29768959","1278331.31161235","2657.49168508189","0","353152.036129019","4775925.40722803","1137566.6002938","0","2469.85270679388","3721.57173843707","2316.16283009307","0","1233900","9571848.71706192","7.75739421108835"
"2013","0","0","0","0","0","162141.358191375","2859582.09145963","1945680.95868316","17.9553134267796","0","88058.609874914","467779.94524718","495688.850694571","0","1622.34070230886","0","0","1.05545447545353e-06","1113630","6020572.11016761","5.40625891020142"
"2014","0","0","0","0","0","102285.982580548","2156590.67326633","2005941.47339356","4.72127625517938e-09","1.05977650384883e-06","73755.4757772283","1280264.21524663","198213.828141818","0.00270927758569238","0","1407.64639798087","1.05477949097798e-06","1.05170511801976e-06","1382466","5818459.29751655","4.2087539928769"
"2015","0","0","0","0","1.05977650384883e-06","295277.618439475","11553433.8341857","12280095.5372487","0.000369759132055394","1.0556869166903e-06","66998.6597045834","993180.676330513","279852.891675747","1.05170511801976e-06","0","1.05386757393904e-06","1.05169002474381e-06","1.01660840931631e-06","2160792","25468839.2179607","11.7868074381804"
"2016","0","0","0","1.05545447545353e-06","1.0556869166903e-06","29390.8851980707","1774510.2812086","222244.908065718","4529.22442112998","1.01547345164354e-06","168096.976623439","2276904.22296279","739008.990840497","0.000346875158690764","1.04953336824416e-06","87.5359098040315","1.0166872873335e-06","1.02198797947944e-06","1837260","5214773.02558314","2.83834243688054"
"2017","0","0","1.05477949097798e-06","1.05170511801976e-06","1.01547345164354e-06","181713.582601216","3928522.7479466","4677889.33332578","23594.2261948423","1.0182564498239e-06","366575.237912981","6769936.43864526","6815994.6151678","8502.90739669865","1.04551336841619e-06","1619.79405607155","1.02202083034559e-06","1.00779949122979e-06","2600982","22774348.8832545","8.75605785939867"
"2018","0","1.05386757393904e-06","1.05169002474381e-06","1.01660840931631e-06","1.0182564498239e-06","294139.354668546","5929775.2423811","6425630.93703167","24037.0716231708","9.87881077787939e-07","63110.4712514874","1014976.91584706","582502.659251375","31.8438275984302","1.0151833287033e-06","728.288218834861","1.00734941046799e-06",NA,"1608354",NA,NA
"2019","1.04953336824416e-06","1.05115207910924e-06","1.0166872873335e-06","1.02198797947944e-06","9.87881077787939e-07","36812.3975638219","265146.247434881","185919.878076155","129.267569401503",NA,"140093.122807964","1063142.68208425","665266.479473549",NA,"1.02378994156917e-06","3006.7976667662",NA,NA,"2340210",NA,NA
"2020","1.04551336841619e-06","1.01645239836345e-06","1.02202083034559e-06","1.00779949122979e-06",NA,"91256.9318922608","2643409.52648728","3193074.64344651",NA,NA,"97731.632809841","4142486.82785993",NA,NA,"9.87121357821804e-07",NA,NA,NA,"2389728",NA,NA
"2021","1.0151833287033e-06","1.02235719173919e-06","1.00734941046799e-06",NA,NA,"20718.9641150777","696513.580164286",NA,NA,NA,"130354.585905328",NA,NA,NA,NA,NA,NA,NA,"1832196",NA,NA
"2022","1.02378994156917e-06","1.00328704015666e-06",NA,NA,NA,"89278.9911156996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1786152",NA,NA
"2023","9.87121357821804e-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1562700",NA,NA
"2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1114008",NA,NA
"2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1382106",NA,NA
